time a_x a_y a_z m_x m_y m_z baro
48390 2.0231926 -0.7647597 -9.2317520 -17.4016720 28.4434970 46.8808300 967.1785714
48420 2.0683987 -0.7563023 -9.1047415 -17.1671215 28.5934905 46.9747780 967.1600000
48450 2.1136048 -0.7478449 -8.9777310 -16.9325710 28.7434840 47.0687260 967.1616667
48480 2.3074517 -0.8125104 -8.9380640 -17.2140350 29.0434880 47.2566220 967.1633333
48510 2.4791446 -0.7135661 -9.2390870 -17.1202090 28.7434840 47.0687260 967.1650000
48540 2.6447003 -0.6860234 -9.1998690 -17.0263820 28.4434970 48.0081940 967.1666667
48570 2.9376411 -0.7613168 -9.3690170 -17.1202090 28.7434840 47.9142460 967.1683333
48600 3.0395792 -0.7601193 -9.6216920 -16.9325710 28.7434840 48.3839720 967.1700000
48630 3.0901740 -0.7008426 -9.6440705 -16.9794765 28.5434870 48.3839720 967.1742786
48660 3.1407688 -0.6415659 -9.6664490 -17.0263820 28.3434900 48.3839720 967.1785571
48690 3.2174094 -0.8158035 -10.1279390 -16.6510930 27.7434840 48.7597660 967.1828357
48720 3.2183075 -1.0151889 -10.6500530 -17.0263820 27.9434970 49.1355600 967.1871143
48750 3.3281791 -1.0024654 -10.6118820 -17.3078460 27.5434880 49.7931820 967.1913929
48780 3.3328195 -0.9668394 -10.4068090 -17.8707890 27.7434840 48.6658170 967.1956714
48810 3.4031730 -0.8282277 -9.9866320 -18.3398900 27.2434840 49.1355600 967.1999500
48840 3.1806608 -0.7164850 -10.2051780 -18.2929765 27.2934870 49.5583200 967.1922615
48870 2.9581485 -0.6047424 -10.4237240 -18.2460630 27.3434900 49.9810800 967.1845731
48900 2.6539810 -0.8017328 -11.0560090 -18.5275270 27.5434880 50.1689760 967.1768846
48930 2.4409740 -0.5861810 -10.4795580 -18.9028170 27.5434880 50.1689760 967.1691962
48960 2.2602997 -0.1591191 -10.0075890 -19.5595860 27.9434970 49.8871300 967.1615077
48990 2.2230272 -0.1811233 -9.1254730 -20.0286870 28.0434880 49.6052860 967.1538192
49020 1.9558328 -0.3679349 -8.9654560 -20.1224980 28.1434940 49.7931820 967.1461308
49050 1.8583106 -0.4227958 -9.2652825 -20.1224980 28.3934940 49.8871310 967.1384423
49080 1.7607884 -0.4776567 -9.5651090 -20.1224980 28.6434940 49.9810800 967.1307538
49110 1.6958236 -0.4510121 -10.0903670 -19.8410340 29.1434940 49.5113530 967.1230654
49140 1.7697698 -0.5051994 -10.3084630 -19.4657440 29.2434840 49.5113530 967.1153769
49170 1.9643651 -0.9135503 -9.7260250 -19.6533970 29.2434840 49.5113530 967.1076885
49200 2.5511448 -0.7140152 -9.1158930 -20.3101350 29.8434900 50.6387020 967.1000000
49230 2.6946964 -0.6075865 -8.9636600 -19.7472230 29.2434840 49.2295070 967.1228500
49260 2.8174411 -0.6389463 -9.0590865 -19.9817735 29.6934890 49.5113445 967.1457000
49290 2.9401858 -0.6703061 -9.1545130 -20.2163240 30.1434940 49.7931820 967.1685500
49320 2.9828472 -0.6965016 -9.2690250 -20.2163240 30.2434840 49.6992340 967.1914000
49350 2.9494665 -0.8276289 -9.4904150 -20.5916140 29.6434940 49.9810800 967.2142500
49380 3.1410682 -1.1003618 -9.3074950 -20.8730770 29.9434970 49.9810800 967.2371000
49410 3.3120127 -0.8625064 -9.4745470 -21.4360200 29.4434970 49.3234400 967.2599500
49440 3.5146910 -0.6514453 -9.5532840 -21.9989320 29.4434970 48.7597660 967.2592393
49470 3.4938844 -0.4678521 -9.6831390 -22.4211350 29.2934955 49.2764740 967.2585286
49500 3.4730778 -0.2842589 -9.8129940 -22.8433380 29.1434940 49.7931820 967.2578179
49530 3.4729280 -0.4044589 -9.9885790 -23.5000920 28.7434840 49.1355600 967.2571071
49560 3.3650024 -0.3592529 -10.0197140 -24.4383090 28.5434880 49.1355600 967.2563964
49590 3.2133677 -0.5550458 -10.3006790 -24.4383090 28.4434970 49.2295070 967.2556857
49620 2.9084518 -0.4068539 -10.8817710 -25.0012200 28.5434880 48.7597660 967.2549750
49650 2.5803342 -0.7738907 -11.0124490 -25.1888890 28.8434900 48.8537140 967.2542643
49680 2.5318351 -0.7868388 -10.6209380 -25.6110765 28.9434890 48.4309540 967.2535536
49710 2.4833360 -0.7997868 -10.2294270 -26.0332640 29.0434880 48.0081940 967.2528429
49740 2.5444088 -0.9063652 -9.8126950 -26.4085540 29.5434880 48.1021420 967.2521321
49770 2.4444168 -1.1090437 -9.3800940 -26.8776550 29.3434900 47.5384670 967.2514214
49800 2.4146287 -1.0711725 -9.3762020 -28.0973510 28.9434970 47.2566220 967.2507107
49830 2.1215382 -1.1912228 -9.4838290 -28.6602780 28.3434900 46.3171540 967.2500000
49860 1.9184107 -1.0241703 -9.8746650 -29.1293950 28.3434900 46.6929470 967.2483333
49890 1.8584603 -1.0525363 -9.9954640 -29.3170325 28.1434935 46.5989910 967.2466667
49920 1.7985100 -1.0809022 -10.1162630 -29.5046700 27.9434970 46.5050350 967.2450000
49950 1.8937120 -0.8857082 -9.7022240 -29.8799740 27.6434940 46.9747770 967.2433333
49980 2.0721410 -0.8827144 -9.1834030 -29.7861330 27.9434970 46.5050350 967.2416667
50010 2.3194268 -0.9669892 -8.8922590 -30.1614230 28.2434840 46.8808300 967.2400000
50040 2.5373735 -1.0618918 -8.8714510 -29.6923070 28.7434840 46.4111020 967.2428500
50070 2.7358608 -0.9201366 -9.4149710 -29.6923070 27.6434940 45.6595300 967.2457000
50100 2.8154951 -0.8307724 -9.3963350 -29.8330460 27.5934910 45.9883420 967.2485500
50130 2.8951294 -0.7414082 -9.3776990 -29.9737850 27.5434880 46.3171540 967.2514000
50160 3.0931678 -0.7445517 -9.3181230 -30.5367130 27.4434970 46.6929470 967.2542500
50190 3.2458503 -0.7433542 -9.5368185 -30.6305240 27.1434940 46.5990000 967.2571000
50220 3.4022748 -0.8300239 -9.9641790 -30.8181920 27.0434880 46.4111020 967.2599500
50250 3.3100667 -0.8578661 -10.1979930 -30.7243500 26.8434900 46.5990000 967.2666250
50280 3.2714470 -1.0484198 -10.4633910 -31.3811040 26.5434880 45.9413600 967.2733000
50310 3.4002542 -1.0428813 -10.3603305 -31.6625750 26.5934910 45.6125485 967.2799750
50340 3.5290613 -1.0373428 -10.2572700 -31.9440460 26.6434940 45.2837370 967.2866500
50370 3.5521133 -0.9734257 -10.1670070 -32.3193200 26.3434900 45.0958400 967.2933250
50400 3.2160620 -0.8569679 -10.1258430 -32.6007840 25.8434900 45.0018920 967.3000000
50430 2.6231450 -0.5650749 -11.0820550 -32.7884370 26.1434940 45.7534800 967.2800000
50460 2.4239094 -0.7234456 -10.2940930 -32.5069580 26.1434940 44.7200620 967.2600000
50490 2.4016058 -0.7174580 -9.8161370 -32.8822630 26.4434970 44.4382170 967.2400000
50520 2.4444167 -0.7707472 -9.4310630 -33.3982765 26.6434935 43.9684835 967.2200000
50550 2.4872277 -0.8240364 -9.0459890 -33.9142900 26.8434900 43.4987500 967.2000000
50580 2.6017396 -0.7683522 -8.6681750 -33.8204800 26.5434880 43.5926970 967.1800000
50610 2.3296056 -0.7331753 -9.3411750 -34.0081180 26.8434900 43.6866300 967.1600000
50640 1.9648142 -0.5559439 -10.1072820 -33.5390000 26.4434970 43.7805940 967.1785714
50670 1.8592836 -0.4436774 -10.6600820 -33.0699000 26.2434840 43.5926970 967.1971429
50700 1.9691551 -0.6878197 -10.4294120 -33.5390000 26.8434900 43.9684750 967.2157143
50730 2.2020707 -0.7107969 -9.8534845 -33.5390000 26.9934920 43.7336125 967.2342857
50760 2.4349864 -0.7337741 -9.2775570 -33.5390000 27.1434940 43.4987500 967.2528571
50790 2.8142977 -0.7364685 -8.6410810 -33.6328430 26.5434880 43.1229550 967.2714286
50820 3.0973590 -0.5376819 -8.8031940 -33.7266540 26.7434840 43.5926970 967.2900000
50850 3.0771510 -0.6981482 -9.0855060 -33.4451750 26.1434940 43.0290070 967.2883283
50880 2.8720775 -0.7587721 -9.3726090 -33.1637270 25.9434970 43.2169040 967.2866567
50910 3.0166770 -0.8607101 -9.5088260 -33.4451750 25.9434970 43.4048000 967.2849850
50940 3.1087355 -0.9213341 -9.4560607 -33.5390090 25.7434925 43.1229625 967.2833133
50970 3.2007940 -0.9819580 -9.4032955 -33.6328430 25.5434880 42.8411250 967.2816417
51000 3.4564621 -0.8975336 -9.6420490 -33.6328430 25.0434880 43.3108520 967.2799700
51030 3.3733850 -0.7134165 -10.0128280 -33.8204800 24.0434880 42.6532300 967.2742600
51060 3.4721797 -0.5444179 -10.1668580 -34.2895800 23.4434970 42.2774350 967.2685500
51090 3.3392560 -0.5258565 -10.0974030 -34.9463350 22.6434940 41.5258640 967.2628400
51120 3.4455350 -0.4131409 -9.9559470 -35.4154360 22.4434970 41.7137600 967.2571300
51150 3.4438136 -0.5615572 -10.0974775 -35.3216180 21.9434970 41.3379750 967.2514200
51180 3.4420922 -0.7099736 -10.2390080 -35.2278000 21.4434970 40.9621900 967.2457100
51210 2.9162357 -0.4745132 -11.0182880 -35.0401600 20.6434940 41.7137600 967.2400000
51240 2.5474026 -0.7453001 -10.8900040 -34.6648700 20.2434840 41.9956050 967.2385714
51270 2.3114932 -0.8259823 -10.4193830 -34.4772200 20.1434940 41.6198120 967.2371429
51300 2.4237597 -0.8816665 -9.6719870 -34.4772200 19.3434900 40.3985000 967.2357143
51330 2.4137306 -0.9395961 -9.1681350 -34.7586980 18.6434940 40.9621900 967.2342857
51360 2.3864124 -0.9220077 -9.0992780 -34.5710450 18.1934890 40.8212670 967.2328571
51390 2.3590941 -0.9044192 -9.0304210 -34.3833920 17.7434840 40.6803440 967.2314286
51420 1.9344274 -1.1951147 -9.6097160 -33.8204800 17.1434940 40.4924470 967.2300000
51450 1.7985100 -0.9797127 -9.9095430 -33.9142900 16.8434900 40.1166700 967.2233333
51480 1.8500029 -1.0193802 -10.0137260 -33.3513640 16.5434880 40.5863950 967.2166667
51510 1.9007474 -1.2036470 -9.8492180 -32.6946260 16.4434970 40.6803440 967.2100000
51540 2.2278173 -0.9614506 -9.0950870 -32.2255100 16.9434970 40.8682250 967.2033333
51570 2.3019880 -0.9854757 -9.1266715 -31.8033070 16.7934955 40.8682250 967.1966667
51600 2.3761587 -1.0095007 -9.1582560 -31.3811040 16.6434940 40.8682250 967.1900000
51630 2.5584795 -0.7893086 -9.3387790 -30.8181920 17.1434940 40.6803440 967.1885714
51660 2.8277695 -0.7406598 -9.3699150 -30.5367130 16.5434880 40.7742920 967.1871429
51690 2.9734168 -0.7927515 -9.4354790 -30.0676120 16.9434970 41.3379670 967.1857143
51720 3.0418246 -0.7321275 -9.7495260 -29.4108580 16.4434970 41.4319150 967.1842857
51750 3.1849270 -0.8711883 -9.8379920 -28.9417570 16.6434940 41.2440200 967.1828571
51780 3.2930022 -0.7946974 -9.9831155 -28.9886625 16.8934940 41.1031050 967.1814286
51810 3.4010775 -0.7182065 -10.1282390 -29.0355680 17.1434940 40.9621900 967.1800000
51840 3.3855097 -0.6978488 -10.1917070 -28.3788150 17.4434970 40.8682250 967.1785714
51870 3.3510814 -0.7774832 -10.2198480 -28.6602780 17.4434970 40.3045500 967.1771429
51900 3.4145494 -0.6821315 -10.3404970 -28.5664520 17.5434880 40.4924470 967.1757143
51930 3.3301249 -0.6304889 -10.1378180 -28.0973510 17.4434970 39.6469270 967.1742857
51960 2.8171418 -0.6015990 -10.4178860 -27.6282350 18.2434840 40.3985000 967.1728571
51990 2.6375153 -0.6670129 -10.6612800 -27.0183945 18.3434905 40.1166620 967.1714286
52020 2.4578888 -0.7324269 -10.9046740 -26.4085540 18.4434970 39.8348240 967.1700000
52050 2.1914430 -0.6502478 -10.8266860 -26.3147430 18.4434970 39.3650800 967.1900000
52080 2.2324576 -0.4875362 -10.2458935 -26.5023800 19.7434840 39.4590300 967.2100000
52110 2.3005660 -0.4683760 -9.1777150 -26.3147430 19.6434940 38.8014070 967.2300000
52140 2.2180874 -0.3703299 -8.8868690 -25.6579900 19.7434840 38.1437840 967.2500000
52170 2.0228934 -0.4113446 -9.3218650 -25.5641630 20.5434880 38.5195600 967.2700000
52200 1.9982696 -0.4737648 -9.4112290 -25.2826915 20.6434860 38.2846900 967.2900000
52230 1.9736458 -0.5361850 -9.5005930 -25.0012200 20.7434840 38.0498200 967.2757143
52260 1.7485139 -0.6658154 -9.8355970 -24.7197720 21.6434940 38.2377320 967.2614286
52290 1.9263442 -0.7595206 -9.5044850 -24.1568300 22.0434880 37.7679900 967.2471429
52320 2.3885830 -0.7637119 -9.1991205 -24.0630040 22.4434970 37.9558870 967.2328571
52350 2.8954290 -0.4646338 -8.9174060 -23.8753660 22.1434940 37.9558870 967.2185714
52380 2.8927345 -0.5114863 -9.0380550 -23.4062650 21.9434970 37.5800930 967.2042857
52410 2.9352461 -0.6108048 -9.1845257 -23.3124390 22.0934905 37.2512815 967.1900000
52440 2.9777577 -0.7101233 -9.3309965 -23.2186130 22.2434840 36.9224700 967.1897500
52470 2.9520113 -0.7831714 -9.4826310 -23.4062650 22.5434880 37.2982640 967.1895000
52500 3.0701156 -0.8858578 -9.4754460 -23.6877290 22.7434840 36.8285200 967.1892500
52530 3.0777497 -0.9285191 -9.6345640 -23.4062650 23.0434880 37.0164200 967.1890000
52560 3.0879285 -0.8336165 -9.9704670 -23.5939030 22.8434900 37.0164200 967.1887500
52590 3.2100747 -0.7677534 -10.0231570 -23.9691930 22.3434900 36.4527300 967.1885000
52620 3.1965279 -0.7625892 -10.0862505 -24.0630115 22.2934870 36.4527300 967.1882500
52650 3.1829810 -0.7574249 -10.1493440 -24.1568300 22.2434840 36.4527300 967.1880000
52680 3.2449522 -0.7405101 -9.8650860 -24.6259460 21.7434840 35.6072100 967.1877500
52710 3.3567696 -0.7240443 -9.9858850 -25.3765260 21.5434880 35.0435330 967.1875000
52740 3.4712815 -0.3019221 -10.3596570 -25.7518000 20.8434900 34.4798600 967.1872500
52770 3.1494508 -0.1743874 -10.8296795 -25.9394380 20.6434940 34.2919460 967.1870000
52800 2.9373417 -0.1616638 -10.4597990 -26.5023800 20.4434970 34.2919460 967.1867500
52830 2.7838359 -0.2114353 -10.3248545 -26.2678220 20.3934935 33.9631430 967.1865000
52860 2.6303300 -0.2612068 -10.1899100 -26.0332640 20.3434900 33.6343400 967.1862500
52890 2.2104533 -0.7945477 -10.2446960 -26.5023800 20.3434900 33.4464400 967.1860000
52920 1.9938538 -1.0771600 -9.8632890 -26.5962070 19.5434880 32.6948700 967.1857500
52950 2.0240908 -1.1831397 -9.4639200 -26.9714810 20.4434970 32.7888200 967.1855000
52980 1.9535875 -1.4395565 -9.1483755 -27.0653230 19.5434880 32.0372470 967.1852500
53010 1.8119819 -1.6229252 -9.6447440 -27.0653230 18.7434840 31.9432980 967.1850000
53040 1.8379529 -1.6063098 -9.6730350 -27.2529605 18.3934860 32.0842205 967.1847500
53070 1.8639239 -1.5896943 -9.7013260 -27.4405980 18.0434880 32.2251430 967.1845000
53100 2.1348605 -1.4656023 -9.6508810 -27.5344240 18.3434900 31.5675050 967.1842500
53130 2.2601500 -1.3886622 -9.2497150 -27.3467710 17.7434840 31.8493500 967.1840000
53160 2.3234682 -1.4926959 -9.4589800 -27.6282350 17.4434970 32.0372470 967.1837500
53190 2.3086490 -1.2753480 -9.4917620 -27.8158720 16.6434940 31.2856750 967.1835000
53220 2.4131320 -1.0271640 -9.7498255 -27.8158720 16.2434840 31.7554020 967.1832500
53250 2.5319100 -0.9392967 -9.7112803 -28.0504300 15.8434905 31.6144795 967.1830000
53280 2.6506880 -0.8514295 -9.6727350 -28.2849880 15.4434970 31.4735570 967.1827500
53310 2.8294163 -0.5661228 -9.6933930 -28.2849880 15.0434880 31.2856750 967.1825000
53340 3.0009594 -0.4791536 -10.1195560 -28.5664520 14.2434845 30.5340880 967.1822500
53370 2.9886850 -0.5923183 -10.2158060 -29.2232060 14.4434970 30.0643620 967.1820000
53400 3.0358370 -0.8584648 -10.0152235 -29.1293950 13.9434970 30.3462070 967.1817500
53430 3.1494508 -0.9819580 -10.3395990 -29.2232060 13.0434880 30.0643620 967.1815000
53460 3.1983241 -0.9556128 -10.3019520 -29.6454090 12.9434895 29.7355500 967.1812500
53490 3.2471974 -0.9292676 -10.2643050 -30.0676120 12.8434910 29.4067380 967.1810000
53520 3.4425411 -0.7952962 -9.9460670 -30.4428860 12.0434880 29.2188420 967.1807500
53550 3.4808614 -0.6584807 -9.7338085 -30.4428860 11.7434845 28.6551510 967.1805000
53580 2.9422815 -0.7839198 -10.7266940 -30.8181920 10.9434970 28.9369960 967.1802500
53610 2.3623874 -0.6400689 -10.7687560 -30.6305240 10.6434940 28.5612180 967.1800000
53640 2.5375233 -0.4996609 -10.0072900 -30.7243500 9.7434845 28.0914760 967.1823046
53670 2.4917933 -0.5877527 -9.6811180 -30.8650895 9.5434878 27.6687160 967.1846092
53700 2.4460633 -0.6758445 -9.3549460 -31.0058290 9.3434910 27.2459560 967.1869138
53730 2.2115011 -0.7970924 -9.1304130 -31.0058290 8.8434910 27.7156830 967.1892185
53760 2.1429436 -0.7982900 -9.4124270 -31.0996400 8.2434845 26.9641110 967.1915231
53790 1.9818786 -0.8110135 -10.2632570 -31.2872920 7.8434906 27.2459560 967.1938277
53820 1.8350340 -0.6800358 -10.4303100 -31.3811040 6.9434967 26.9641110 967.1961323
53850 1.9396664 -0.7176077 -9.9011600 -31.4749300 6.4434967 26.5883330 967.1984369
53880 2.0602407 -0.6381230 -9.5299325 -31.7094880 6.2434921 26.8231965 967.2007415
53910 2.1808150 -0.5586383 -9.1587050 -31.9440460 6.0434875 27.0580600 967.2030462
53940 2.4441175 -0.5992039 -9.0070700 -32.1316830 5.6434937 26.5883330 967.2053508
53970 2.6529331 -0.6225554 -9.1681350 -32.0378570 4.9434967 26.1185910 967.2076554
54000 2.6412575 -0.7412586 -9.5797790 -31.7564090 4.5434875 25.9306950 967.2099600
54030 2.5369244 -1.0159373 -9.5278370 -32.2255100 4.3434906 26.1185910 967.2094595
54060 2.8484266 -1.1223661 -9.3905730 -32.2255100 3.0434875 26.5883330 967.2089590
54090 2.8258985 -1.0757381 -9.3891505 -32.1785965 2.7934875 26.6822740 967.2084585
54120 2.8033705 -1.0291100 -9.3877280 -32.1316830 2.5434875 26.7762150 967.2079580
54150 2.9749136 -0.8527767 -9.5761860 -32.3193200 1.5434875 26.4943700 967.2074575
54180 3.0900242 -0.7217990 -9.5414580 -32.6007840 0.3434906 26.4943700 967.2069570
54210 2.9711714 -0.6908134 -9.8583500 -32.3193200 -1.0565033 26.4004360 967.2064565
54240 2.8180400 -0.7090755 -10.2250870 -32.7884370 -2.0565033 26.3064880 967.2059560
54270 2.7958860 -0.6991960 -10.2882560 -32.3193200 -3.4565125 25.6488650 967.2054555
54300 2.8022478 -0.7431297 -10.1848210 -32.4131390 -4.1065064 25.5079425 967.2049550
54330 2.8086095 -0.7870633 -10.0813860 -32.5069580 -4.7565002 25.3670200 967.2044545
54360 3.0160780 -0.7066805 -9.5902570 -32.1316830 -6.0565033 24.9912260 967.2039540
54390 3.0311966 -0.5625302 -10.2848130 -32.0378570 -7.1564940 25.5549010 967.2034535
54420 2.6482928 -0.5096901 -10.7692050 -31.4749300 -9.0565030 25.3670200 967.2029530
54450 2.6258395 -0.5535489 -10.2562220 -31.4749300 -10.2565000 25.5549010 967.2024525
54480 2.4891737 -0.4065546 -10.0258510 -31.2872920 -11.2565000 26.1185910 967.2019520
54510 2.3419549 -0.4430038 -10.1173110 -30.9589080 -11.7565000 26.0716170 967.2014515
54540 2.1947360 -0.4794530 -10.2087710 -30.6305240 -12.2565000 26.0246430 967.2009510
54570 1.8833835 -0.7319778 -9.8126950 -29.9737850 -13.7565000 26.2125400 967.2004505
54600 1.8940114 -0.8807684 -9.7867985 -29.8799740 -14.1564940 26.6822810 967.1999500
54630 1.9407142 -1.1356883 -9.3193210 -29.4108580 -14.8564910 26.5883330 967.2028143
54660 2.1049228 -1.3263917 -8.9427030 -28.4726410 -16.6564940 26.6822810 967.2056786
54690 2.1297712 -1.5584092 -8.8582790 -28.0973510 -17.2565000 26.9641110 967.2085429
54720 2.2074596 -1.5354320 -9.1135730 -27.7220610 -17.8064955 27.3868710 967.2114071
54750 2.2851480 -1.5124549 -9.3688670 -27.3467710 -18.3564910 27.8096310 967.2142714
54780 2.2373972 -1.4868580 -9.9519050 -26.7838440 -18.9564970 27.2459560 967.2171357
54810 2.2824535 -1.4825171 -10.3035240 -25.7518000 -19.7565000 27.9975280 967.2200000
54840 2.4330404 -1.3994398 -10.1189575 -25.1888890 -20.4564970 28.0914760 967.2157143
54870 2.4433690 -1.4144087 -9.8031140 -24.5321200 -20.8564910 29.0309450 967.2114286
54900 2.4575894 -1.3347744 -9.7134500 -24.0630040 -21.4564970 29.5946200 967.2071429
54930 2.5288413 -1.2772190 -9.6732590 -23.6408085 -21.9564970 29.4536975 967.2028571
54960 2.6000931 -1.2196637 -9.6330680 -23.2186130 -22.4564970 29.3127750 967.1985714
54990 2.6229954 -1.1663746 -9.5531340 -22.5618740 -22.7565000 29.5946200 967.1942857
55020 2.6505382 -1.0647359 -9.8204780 -22.0927580 -22.9564970 29.5946200 967.1900000
55050 2.6954448 -0.9092093 -9.4970010 -21.8112950 -23.4564970 30.0643620 967.1942857
55080 2.9283605 -1.0129436 -9.5597200 -21.4360200 -23.6564940 31.6614530 967.1985714
55110 2.9602442 -1.1180251 -9.8775100 -20.2163240 -24.2565000 30.9098820 967.2028571
55140 2.9872630 -1.1377840 -9.9346910 -19.9817735 -24.4564970 31.0507965 967.2071429
55170 3.0142817 -1.1575428 -9.9918720 -19.7472230 -24.6564940 31.1917110 967.2114286
55200 3.0511053 -1.2235556 -10.2207460 -19.1842800 -25.5565030 31.0977780 967.2157143
55230 2.8762689 -1.1740086 -10.5237160 -17.9646000 -26.3564910 31.6614530 967.2200000
55260 2.5447083 -1.0431807 -11.1167820 -17.2140350 -26.3564910 31.7554020 967.2150000
55290 2.2769150 -0.8839119 -10.8527320 -16.5572660 -26.8564910 32.2251430 967.2100000
55320 2.3517594 -0.7354207 -10.2927470 -16.0881650 -27.1564940 32.6948700 967.2050000
55350 2.4679928 -0.6215824 -9.9180760 -15.9474410 -27.3064955 32.9297400 967.2000000
55380 2.5842261 -0.5077441 -9.5434050 -15.8067170 -27.4564970 33.1646100 967.1950000
55410 2.6152117 -0.4031117 -9.1811580 -15.6190490 -28.0565030 33.0706500 967.1900000
55440 2.3712190 -0.6131250 -9.1959770 -14.9623110 -27.9564970 33.2585600 967.1885714
55470 2.0972886 -0.7277865 -9.6564200 -14.8685000 -27.8564910 33.9161830 967.1871429
55500 2.0378623 -0.8545729 -10.1415610 -14.6808320 -28.0565030 34.1040650 967.1857143
55530 2.0487895 -1.1186239 -9.9724120 -13.7426150 -28.0565030 35.0435330 967.1842857
55560 2.2452559 -1.0514136 -9.6353130 -13.7426150 -27.9065015 34.9965590 967.1828571
55590 2.4417224 -0.9842033 -9.2982140 -13.7426150 -27.7565000 34.9495850 967.1814286
55620 2.7515780 -1.0449770 -8.8398680 -13.3673400 -28.0565030 35.0435330 967.1800000
55650 2.8759694 -1.1259586 -9.1407410 -12.6167600 -28.1564940 36.1708830 967.1814286
55680 2.7701395 -1.0930270 -9.4905640 -11.8661800 -28.3564910 36.8285200 967.1828571
55710 2.7428960 -1.1665242 -9.7586565 -11.1156310 -28.4564970 37.4861450 967.1842857
55740 2.8110044 -1.1300001 -9.6405525 -10.2712250 -28.7565000 37.1103500 967.1857143
55770 2.8847262 -1.0043365 -9.6318703 -9.9897615 -28.6565015 37.3452215 967.1871429
55800 2.9584480 -0.8786728 -9.6231880 -9.7082980 -28.5565030 37.5800930 967.1885714
55830 2.9440777 -0.8120613 -9.7959290 -8.9577330 -28.3564910 38.4256130 967.1900000
55860 3.0642780 -0.6373746 -9.6625570 -8.3009800 -28.6564940 38.8953550 967.5416667
55890 3.1862740 -0.7355704 -9.5085270 -7.6442260 -29.0565030 39.3650800 967.8933333
55920 3.2069310 -0.6527925 -9.6445940 -6.7998350 -29.4564970 39.4590300 968.2450000
55950 3.0055997 -0.7583231 -9.5860650 -6.2368927 -28.9564970 39.6469270 968.5966667
55980 2.9940738 -0.7331005 -9.5735665 -5.4863281 -29.2064970 40.3515320 968.9483333
56010 2.9825478 -0.7078779 -9.5610680 -4.7357635 -29.4564970 41.0561370 969.3000000
56040 3.0921200 -0.5387297 -9.7656920 -4.4542847 -29.4564970 41.2440200 969.0114243
56070 2.9767098 -0.6053412 -10.1327290 -3.4222412 -30.0565030 41.6198120 968.7228486
56100 3.1280450 -0.6492000 -10.0243540 -2.8593292 -29.6564940 41.9956050 968.4342729
56130 3.0768516 -0.6138734 -10.1912570 -1.9211121 -29.9564970 41.9016570 968.1456971
56160 2.6132658 -0.8277786 -10.5038070 -1.5458069 -29.7565000 42.2774350 967.8571214
56190 2.4387287 -0.8975336 -10.3342100 -1.2643509 -29.7565000 42.9350660 967.5685457
56220 2.2641916 -0.9672885 -10.1646130 -0.9828949 -29.7565000 43.5926970 967.2799700
56250 2.4168742 -1.0021660 -9.5404110 -0.6075897 -29.5565030 43.5926970 967.2776646
56280 2.1658460 -1.1638298 -9.2134905 0.0491333 -29.6564940 43.7805940 967.2753592
56310 2.1761746 -1.3334271 -9.3886260 0.6120758 -29.9564970 44.7200620 967.2730538
56340 1.9194585 -1.2133768 -10.1307830 1.0811768 -29.7565000 44.7200620 967.2707485
56370 2.1239333 -1.2877720 -10.2517320 1.6441040 -29.5565030 45.0958400 967.2684431
56400 2.3140379 -1.2740756 -9.9379840 2.0193939 -29.4564970 45.3307035 967.2661377
56430 2.5041425 -1.2603791 -9.6242360 2.3946838 -29.3564910 45.5655670 967.2638323
56460 2.5394692 -1.2464579 -9.2759100 2.7699585 -28.9564970 45.2837370 967.2615269
56490 2.7933412 -1.1626323 -9.1682840 3.3329010 -28.5565030 46.5050350 967.2592215
56520 2.9325516 -0.9859996 -9.3163260 4.1772920 -28.2565000 46.3171540 967.2569162
56550 2.9385393 -1.0075548 -9.5892100 4.6463930 -28.0565030 46.5050350 967.2546108
56580 3.0520034 -0.8132588 -9.7647940 4.9278717 -27.4564970 46.8808300 967.2523054
56610 3.1105317 -0.7777078 -9.8800545 5.2093353 -27.8064955 47.2566230 967.2500000
56640 3.1690600 -0.7421567 -9.9953150 5.4907990 -28.1564940 47.6324160 967.2542814
56670 3.4072146 -0.8896000 -9.6420490 5.5846100 -28.1564940 47.8202970 967.2585629
56700 3.6088455 -1.2105327 -9.6160030 5.9599150 -28.3564910 47.6324160 967.2628443
56730 3.3060250 -1.2407699 -9.9986080 5.9599150 -28.7565000 48.3839720 967.2671257
56760 3.2217503 -1.3153148 -10.2619100 6.3351900 -28.1564940 48.4779360 967.2714071
56790 3.2434552 -1.2992980 -10.2255360 6.0537260 -28.1564940 49.1355600 967.2756886
56820 3.3560211 -1.1901750 -10.1829495 5.9599075 -28.3064955 49.3704230 967.2799700
56850 3.4685870 -1.0810520 -10.1403630 5.8660890 -28.4564970 49.6052860 967.2761262
56880 3.5287619 -0.8250842 -9.8269150 5.7722626 -28.7565000 49.7931820 967.2722823
56910 3.1147230 -0.8411009 -10.2255360 5.9599150 -29.1564940 49.6992340 967.2684385
56940 2.6095235 -0.9484277 -10.4322560 5.7722626 -28.8564910 50.4508200 967.2645946
56970 2.4354355 -0.8819659 -10.5138360 5.7722626 -29.0565030 50.4508200 967.2607508
57000 2.3501130 -0.5158274 -9.6070220 5.5846100 -29.1564940 50.9205470 967.2569069
57030 2.3223456 -0.5784721 -9.2514365 5.2093277 -29.1064985 51.2023845 967.2530631
