time a_x a_y a_z m_x m_y m_z baro
122520 4.0844064 -0.9174421 -9.7594050 -20.5916140 22.5434880 26.2125400 966.8222985
122550 3.9823186 -1.0350975 -9.7068640 -20.4039610 22.8434900 26.5883330 966.8215323
122580 3.8047879 -1.0041119 -9.7600040 -20.4039610 22.9434970 25.7428130 966.8207662
122610 3.2368689 -1.2868739 -10.2291290 -20.4978030 22.5434880 25.5549010 966.8200000
122640 2.8725266 -0.8894504 -10.3246300 -20.4039610 22.3434900 25.5549010 966.8185714
122670 2.7860813 -0.6365513 -10.2264345 -20.3570480 22.3434900 25.8837205 966.8171429
122700 2.6996360 -0.3836522 -10.1282390 -20.3101350 22.3434900 26.2125400 966.8157143
122730 2.5840764 -0.3326083 -9.7939830 -20.1224980 22.2434840 26.6822810 966.8142857
122760 2.6819727 -0.4031117 -9.0148535 -20.4039610 22.0434880 26.4943700 966.8128571
122790 2.9157865 -0.2715353 -8.9016890 -20.5916140 22.3434900 26.4004360 966.8114286
122820 2.8039691 -0.4912784 -9.4935580 -20.1224980 22.0434880 26.2125400 966.8100000
122850 2.6774821 -0.5698650 -9.6026810 -19.9348600 22.8434900 25.9306950 966.8083333
122880 2.6689499 -0.6475534 -9.7109810 -19.7941285 22.6434935 26.4004290 966.8066667
122910 2.6604176 -0.7252418 -9.8192810 -19.6533970 22.4434970 26.8701630 966.8050000
122940 2.8907886 -0.8144563 -9.5341230 -19.3719180 22.5434880 26.6822810 966.8033333
122970 3.3048277 -0.9686357 -9.2199270 -19.3719180 22.7434840 26.2125400 966.8016667
123000 3.5736685 -0.7420070 -8.7744530 -19.1842800 22.7434840 26.2125400 966.8000000
123030 3.6178267 -0.5867798 -8.8883670 -18.9966430 22.4434970 26.4943700 966.8014286
123060 3.6209702 -0.7092252 -9.0941890 -19.1842800 22.8434900 26.5883330 966.8028571
123090 3.6280056 -0.7657327 -9.1560850 -19.1373750 22.9434890 26.4943845 966.8042857
123120 3.6350410 -0.8222401 -9.2179810 -19.0904700 23.0434880 26.4004360 966.8057143
123150 3.6335440 -0.9303154 -9.3312950 -19.2781070 22.8434900 27.2459560 966.8071429
123180 3.6339931 -0.9880952 -9.9086450 -19.4657440 22.5434880 26.8701630 966.8085714
123210 3.5733690 -0.8467891 -10.1767380 -20.0286870 22.3434900 26.8701630 966.8100000
123240 3.6821928 -0.6713539 -10.2580185 -20.4978030 21.9434970 26.6822810 966.8092308
123270 3.9535785 -0.5159770 -9.8355970 -20.8730770 21.9434970 26.6822810 966.8084615
123300 4.0012543 -0.4672533 -9.7583575 -21.1076275 21.6934970 26.9171445 966.8076923
123330 4.0489300 -0.4185297 -9.6811180 -21.3421780 21.4434970 27.1520080 966.8069231
123360 3.7172200 -0.2944377 -10.2810710 -21.6236570 21.4434970 26.1185910 966.8061538
123390 3.4319134 -0.5306465 -10.3886970 -21.4360200 21.5434880 26.3064880 966.8053846
123420 3.1005025 -0.5939648 -10.3339110 -21.5298300 21.7434840 27.3399050 966.8046154
123450 2.7412496 -0.8409512 -10.1846700 -21.9989320 21.5434880 26.6822810 966.8038462
123480 2.8038194 -1.0452763 -9.1988210 -22.0927580 21.9434970 25.7428130 966.8030769
123510 2.8428882 -1.0944491 -9.1906630 -22.1865770 21.7934955 26.0716245 966.8023077
123540 2.8819570 -1.1436218 -9.1825050 -22.2803960 21.6434940 26.4004360 966.8015385
123570 2.7428960 -1.1611354 -9.5208020 -22.4680480 21.8434900 25.3670200 966.8007692
123600 2.6667047 -1.0768607 -9.6598625 -22.6556850 22.0434880 26.1185910 966.8000000
123630 2.6273365 -1.0526111 -9.8999630 -22.6556850 21.8434900 26.5883330 966.7992857
123660 2.7448420 -0.8126600 -9.7472800 -22.9371500 21.9434970 25.9306950 966.7985714
123690 3.0699660 -0.8521779 -9.2429790 -22.8433380 22.0434880 25.7428130 966.7978571
123720 3.1180161 -0.7940238 -8.9339465 -22.7495115 22.2934880 25.8367540 966.7971429
123750 3.1660662 -0.7358698 -8.6249140 -22.6556850 22.5434880 25.9306950 966.7964286
123780 3.2151640 -0.8777747 -8.5550100 -22.5618740 22.5434880 25.6488650 966.7957143
123810 3.2712972 -1.0431807 -8.9265375 -22.1865700 23.1434940 26.2125400 966.7950000
123840 3.3636553 -1.0603949 -9.2425300 -21.9051200 23.1434940 25.6488650 966.7942857
123870 3.7491038 -0.9861493 -9.0256310 -21.9051200 23.3434900 26.4943700 966.7935714
123900 3.9468424 -1.0415341 -9.3372830 -21.6236570 23.3434900 27.0580600 966.7928571
123930 4.0244562 -1.0225985 -9.4872712 -21.6705625 23.3934935 26.9641115 966.7921429
123960 4.1020700 -1.0036628 -9.6372595 -21.7174680 23.4434970 26.8701630 966.7914286
123990 4.2200246 -0.9753717 -10.0113320 -21.3421780 24.1434940 27.0580600 966.7907143
124020 4.1598496 -0.9297167 -9.9870820 -21.5298300 22.9434970 26.7762150 966.7900000
124050 4.1722736 -1.0843451 -9.6441450 -21.6236570 23.3434900 27.0580600 966.7914286
124080 3.6971617 -1.1933185 -10.2500850 -21.2483520 23.8434900 27.2459560 966.7928571
124110 3.0545480 -1.6025674 -10.5575460 -21.1545410 23.8434900 28.3733060 966.7942857
124140 2.9990135 -1.4179264 -10.3261268 -21.1076280 23.6934890 28.1384430 966.7957143
124170 2.9434790 -1.2332854 -10.0947075 -21.0607150 23.5434880 27.9035800 966.7971429
124200 2.8861482 -0.7842192 -10.1207540 -21.1545410 23.3434900 27.7156830 966.7985714
124230 2.7015820 -0.6255491 -9.7067150 -21.0607150 23.8434900 27.7156830 966.8000000
124260 2.7918444 -0.4275110 -9.3115370 -20.8730770 24.1434940 28.0914760 966.7992308
124290 2.8809092 -0.3635939 -9.5236450 -20.5916140 24.3434900 28.2793730 966.7984615
124320 2.7331665 -0.3629951 -9.5540320 -20.2163240 24.0434880 28.5612180 966.7976923
124350 2.7432704 -0.4793781 -9.5397370 -19.9817735 24.6434860 28.1854245 966.7969231
124380 2.7533743 -0.5957611 -9.5254420 -19.7472230 25.2434840 27.8096310 966.7961538
124410 2.6945467 -0.8713381 -9.5279870 -19.2781070 25.5434880 28.3733060 966.7953846
124440 2.8442354 -1.1627820 -9.3056980 -18.6213680 26.3434900 28.7491000 966.7946154
124470 3.2193553 -1.1523038 -8.9209990 -18.3398900 26.2434840 27.7156830 966.7938462
124500 3.5621424 -1.1029065 -8.6927230 -17.6831510 26.6434940 28.2793730 966.7930769
124530 3.5133440 -1.1157798 -8.7415220 -17.5893100 26.9434970 28.6551510 966.7923077
124560 3.6033818 -1.1195968 -8.9058800 -17.4485780 26.9934925 28.0444945 966.7915385
124590 3.6934195 -1.1234138 -9.0702380 -17.3078460 27.0434880 27.4338380 966.7907692
124620 3.7666173 -1.0246193 -9.3354860 -17.1202090 27.0434880 27.9035800 966.7900000
124650 3.8622684 -1.0177336 -9.6607600 -16.9325710 27.0434880 27.9035800 966.7885671
124680 3.7408707 -0.7869136 -9.7400950 -16.7449340 27.3434900 28.6551510 966.7871343
124710 3.7905674 -0.7920030 -9.8117960 -16.8387450 27.1434940 29.1248930 966.7857014
124740 3.8056860 -0.9178913 -9.6909970 -16.9325710 27.0434880 29.5946200 966.7842686
124770 3.8764140 -0.9810599 -9.7760955 -16.9794765 27.0434880 29.0309450 966.7828357
124800 3.9471420 -1.0442286 -9.8611940 -17.0263820 27.0434880 28.4672700 966.7814029
124830 3.9603145 -0.9759705 -9.7649440 -16.5572660 27.3434900 28.6551510 966.7799700
124860 3.6522550 -0.8563692 -10.6054460 -16.1819920 27.2434840 28.2793730 966.7808402
124890 3.3566198 -1.0328522 -10.7063360 -16.5572660 26.8434900 29.1248930 966.7817104
124920 3.0731094 -1.2500505 -10.1933530 -16.2758180 26.9434970 28.7491000 966.7825807
124950 2.9806018 -0.7394623 -9.9221170 -16.1819920 26.6434940 28.1854250 966.7834509
124980 2.9249924 -0.7443272 -9.5952715 -16.1819920 26.5434955 28.0914765 966.7843211
125010 2.8693830 -0.7491921 -9.2684260 -16.1819920 26.4434970 27.9975280 966.7851913
125040 2.8301647 -0.7018904 -9.1308620 -16.2758180 26.4434970 28.8430480 966.7860615
125070 2.5087829 -0.8608598 -9.1913370 -15.4314120 26.6434940 28.5612180 966.7869317
125100 2.5035439 -1.0216255 -9.7472800 -15.2437740 26.2434840 28.8430480 966.7878020
125130 2.4679180 -0.9752220 -9.7188400 -14.4931950 25.5434880 29.4067380 966.7886722
125160 2.6252408 -1.1807446 -9.6965360 -14.5870210 26.1434940 28.9369960 966.7895424
125190 2.8012748 -1.1481873 -9.3831625 -14.5401080 25.8934940 28.7491070 966.7904126
125220 2.9773088 -1.1156300 -9.0697890 -14.4931950 25.6434940 28.5612180 966.7912828
125250 3.2069310 -1.0521620 -8.7192180 -14.2117310 25.9434970 28.7491000 966.7921530
125280 3.3660502 -1.0681787 -8.9036350 -14.1179200 25.3434900 28.8430480 966.7930233
125310 3.5889368 -1.0041119 -8.9784790 -14.0240940 25.3434900 29.0309450 966.7938935
125340 3.7232075 -0.9128018 -8.9778805 -13.7426150 25.1434940 29.6885680 966.7947637
125370 3.9535785 -0.8750803 -9.2097480 -13.6488040 25.4434970 29.5006870 966.7956339
125400 3.9938448 -0.9940828 -9.3248585 -13.8364490 25.4934925 29.7825245 966.7965041
125430 4.0341110 -1.1130853 -9.4399690 -14.0240940 25.5434880 30.0643620 966.7973743
125460 4.1981697 -1.2037967 -9.7484780 -13.6488040 25.4434970 29.5006870 966.7982446
125490 4.3189690 -1.1434722 -9.8357470 -13.9302830 25.3434900 29.6885680 966.7991148
125520 4.1763153 -1.2124786 -10.4398900 -13.6488040 25.1434940 28.8430480 966.7999850
125550 4.2834926 -1.0144404 -9.9279550 -13.6488040 25.1434940 28.8430480 966.8008552
125580 3.7726050 -1.0406360 -10.4849460 -13.4611660 24.6434940 28.9369960 966.8017254
125610 3.6068247 -0.9917627 -10.6358325 -13.3204345 24.7434920 28.8430480 966.8025957
125640 3.4410443 -0.9428893 -10.7867190 -13.1797030 24.8434900 28.7491000 966.8034659
125670 3.1979500 -0.4400848 -10.0577345 -12.9920650 24.9434970 28.6551510 966.8043361
125700 3.1428645 -0.3472778 -9.5170590 -12.9920650 24.6434940 28.5612180 966.8052063
125730 2.9585977 -0.4342470 -8.9620130 -13.4611660 24.9434970 28.9369960 966.8060765
125760 2.7881021 -0.6882687 -8.8702545 -12.4291230 25.3434900 28.6551510 966.8069467
125790 2.6464965 -0.5975574 -9.5071790 -12.3352970 24.8434900 29.5946200 966.8078170
125820 2.6110203 -0.5578899 -9.5496160 -12.1007385 24.9434890 29.0779190 966.8086872
125850 2.5755440 -0.5182223 -9.5920530 -11.8661800 25.0434880 28.5612180 966.8095574
125880 2.6289830 -0.7391629 -9.8854430 -11.5847320 25.0434880 29.1248930 966.8104276
125910 2.7788215 -1.1404784 -9.5076280 -11.0217900 25.2434840 29.1248930 966.8112978
125940 3.1701078 -1.0812017 -8.6512590 -10.5526890 25.1434940 28.7491000 966.8121680
125970 3.4599051 -0.9705816 -8.6189270 -10.2712250 24.8434900 29.0309450 966.8130383
126000 3.4024246 -0.8434960 -9.0521260 -10.1774140 24.6434940 29.0309450 966.8139085
126030 3.4245785 -0.8182734 -9.2179060 -10.1304930 24.4934920 28.7491075 966.8147787
126060 3.4467325 -0.7930508 -9.3836860 -10.0835720 24.3434900 28.4672700 966.8156489
126090 3.6545005 -0.9225316 -9.4561360 -9.9897460 24.0434880 28.4672700 966.8165191
126120 3.8233492 -0.9505234 -9.2591460 -9.7082980 24.4434970 28.4672700 966.8173893
126150 3.9612126 -1.0488689 -9.4598780 -9.9897460 24.3434900 28.2793730 966.8182596
126180 4.0243810 -0.9023236 -9.6860580 -10.5526890 24.2434840 28.2793730 966.8191298
126210 3.9046302 -0.7803273 -10.0908165 -10.3650510 23.9434970 28.0914760 966.8200000
126240 3.9294785 -0.8015831 -10.1090782 -10.5526885 23.9934925 28.3733135 966.8220000
126270 3.9543269 -0.8228389 -10.1273400 -10.7403260 24.0434880 28.6551510 966.8240000
126300 4.1162900 -1.0291100 -9.7857500 -11.2094420 23.8434900 28.0914760 966.8260000
126330 3.8217027 -1.0765613 -9.8707730 -11.1156310 23.4434970 28.5612180 966.8280000
126360 3.4170942 -1.0687774 -10.4114490 -11.3970790 23.7434840 28.2793730 966.8300000
126390 3.5181340 -1.0306069 -10.1399140 -11.0217900 23.1434940 27.7156830 966.8320000
126420 3.5658846 -0.9412427 -9.6430970 -11.3970790 23.7434840 27.9035800 966.8340000
126450 3.4446368 -0.8756790 -9.6613590 -11.4439925 23.7434840 27.9975280 966.8360000
126480 3.3233890 -0.8101153 -9.6796210 -11.4909060 23.7434840 28.0914760 966.8380000
126510 3.1766940 -0.9102571 -9.5455000 -11.2094420 23.8434900 27.6217500 966.8400000
126540 2.8234286 -1.0258168 -9.4749970 -11.0217900 23.2434840 27.3399050 966.8420000
126570 2.5592280 -1.1383827 -9.4531420 -11.6785430 23.7434840 26.7762150 966.8440000
126600 2.3787034 -1.1623329 -9.6098660 -11.5847320 23.5434880 27.4338380 966.8460000
126630 2.2713766 -1.1693683 -9.6697420 -11.2094420 23.4434970 27.5278020 966.8480000
126660 2.3373893 -1.2291689 -9.4549385 -11.3032605 23.2934955 27.4338535 966.8500000
126690 2.4034020 -1.2889695 -9.2401350 -11.3970790 23.1434940 27.3399050 966.8520000
126720 2.8973749 -1.0841954 -8.7627770 -11.4909060 22.9434970 27.9975280 966.8540000
126750 3.1636710 -1.0660831 -9.0084170 -11.3970790 23.1434940 28.1854250 966.8560000
126780 3.3434472 -0.9199869 -9.0703880 -11.1156310 23.2434840 28.1854250 966.8580000
126810 3.5793567 -0.8755293 -9.5302310 -11.4909060 23.1434940 27.9035800 966.8600000
126840 3.7007542 -0.9696835 -9.8421830 -11.3032680 22.6434940 27.9975280 966.8557086
126870 3.8273161 -0.9559870 -9.7804365 -11.3501735 22.9434890 28.1854170 966.8514171
126900 3.9538780 -0.9422905 -9.7186900 -11.3970790 23.2434840 28.3733060 966.8471257
126930 4.1281157 -1.0984159 -9.5707970 -11.6785430 22.9434970 27.9035800 966.8428343
126960 4.0953336 -1.2997471 -9.6856090 -12.0538480 22.9434970 28.1854250 966.8385429
126990 4.1351510 -1.1421249 -9.8805040 -12.4291230 23.0434880 27.7156830 966.8342514
127020 4.0559654 -1.1410772 -9.8367940 -12.6167600 23.2434840 28.4672700 966.8299600
127050 4.0344105 -1.0770104 -9.8517630 -12.9920650 23.0434880 27.7156830 966.8283000
127080 3.9213205 -0.9654174 -9.9903000 -13.0389705 23.0434880 27.5747605 966.8266400
127110 3.8082306 -0.8538244 -10.1288370 -13.0858760 23.0434880 27.4338380 966.8249800
127140 3.5343003 -0.7075786 -10.3271740 -12.9920650 23.1434940 27.4338380 966.8233200
127170 3.1166690 -0.7855664 -10.0601300 -12.8043980 23.5434880 27.8096310 966.8216600
127200 3.0270052 -0.6375243 -9.8336510 -13.1797030 23.4434970 27.8096310 966.8200000
127230 2.8312125 -0.7569759 -9.3461150 -13.6488040 23.4434970 27.1520080 966.8357143
127260 2.8089090 -0.5899233 -9.0893980 -13.8364410 23.4434970 27.8096310 966.8514286
127290 2.6240434 -0.6358028 -9.3273285 -13.7895280 23.6434935 27.4808195 966.8671429
127320 2.4391778 -0.6816824 -9.5652590 -13.7426150 23.8434900 27.1520080 966.8828571
127350 2.4876769 -0.6884185 -9.8854430 -13.5549770 24.1434940 26.8701630 966.8985714
127380 2.5825796 -0.8569679 -9.9592400 -12.8982240 24.9434970 27.6217500 966.9142857
127410 2.8755202 -1.0743159 -9.3619810 -13.0858760 24.8434900 27.0580600 966.9300000
127440 3.2747402 -1.1906241 -8.5876420 -13.1797030 24.8434900 27.4338380 966.9157086
127470 3.6018100 -1.0686278 -8.5473760 -13.2735140 25.2434840 27.6217500 966.9014171
127500 3.7200640 -0.9721534 -8.6098710 -13.2735140 25.0934905 27.6217500 966.8871257
127530 3.8383180 -0.8756790 -8.6723660 -13.2735140 24.9434970 27.6217500 966.8728343
127560 3.8246965 -0.7366182 -8.9759340 -12.8043980 24.9434970 27.2459560 966.8585429
127590 3.8260436 -0.8955876 -9.3080940 -13.1797030 25.5434880 27.5278020 966.8442514
127620 3.8604722 -0.8388556 -9.2284590 -13.4611660 25.4434970 27.8096310 966.8299600
127650 3.9730380 -0.8866063 -9.4157200 -13.7426150 25.6434940 27.5278020 966.8293087
127680 4.0341110 -0.6417155 -9.7595550 -14.1179200 25.3434900 27.9975280 966.8286574
127710 4.0091130 -0.5249583 -9.9154560 -14.3993760 25.4934920 27.8566055 966.8280061
127740 3.9841150 -0.4082011 -10.0713570 -14.6808320 25.6434940 27.7156830 966.8273548
127770 3.9432500 -0.4379892 -10.2176030 -15.2437740 26.0434880 27.8096310 966.8267035
127800 4.1421860 -0.5430707 -9.9191230 -15.9943540 26.3434900 27.5278020 966.8260522
127830 4.1353006 -0.7825726 -9.5469970 -16.2758180 26.2434840 26.4943700 966.8254009
127860 3.9535785 -0.8961864 -9.7424910 -16.1819920 26.5434880 26.4943700 966.8247496
127890 3.7184174 -0.9735754 -9.8641870 -16.3696290 26.8434900 26.0246430 966.8240983
127920 3.5414106 -1.0852432 -9.9678467 -16.4634475 26.9434890 26.1185915 966.8234470
127950 3.3644037 -1.1969110 -10.0715065 -16.5572660 27.0434880 26.2125400 966.8227957
127980 3.0253587 -1.4048287 -10.2276320 -16.7449340 27.7434840 25.8367460 966.8221443
128010 2.9321027 -1.4873071 -9.0287740 -17.2140350 28.1434940 26.2125400 966.8214930
128040 2.9476702 -1.6131953 -9.0187450 -17.0263820 28.4434970 25.3670200 966.8208417
128070 2.6574240 -1.6958236 -9.4308390 -17.4016720 28.4434970 24.8972780 966.8201904
128100 2.6012907 -1.5302678 -9.5345730 -17.8707890 28.0434880 25.5549010 966.8195391
128130 2.6676776 -1.4539266 -9.6262570 -17.7769700 28.3434910 25.4139860 966.8188878
128160 2.7340646 -1.3775853 -9.7179410 -17.6831510 28.6434940 25.2730710 966.8182365
128190 2.6780808 -1.1943663 -10.0929120 -17.8707890 28.2434840 25.0851750 966.8175852
128220 2.8815079 -1.1873310 -9.6314210 -17.8707890 28.2434840 24.8972780 966.8169339
128250 3.3486865 -1.1011102 -8.9114190 -17.8707890 28.2434840 24.8972780 966.8162826
128280 3.4536180 -1.1015593 -8.4846560 -18.0584260 28.5434880 25.2730710 966.8156313
128310 3.7416193 -1.0216255 -8.4396000 -17.6831510 28.8434900 25.0851750 966.8149800
128340 3.8005218 -0.9785152 -8.5976710 -17.4954985 28.7934870 24.9912265 966.8143287
128370 3.8594244 -0.9354048 -8.7557420 -17.3078460 28.7434840 24.8972780 966.8136774
128400 3.8609211 -1.0440788 -9.2464220 -17.2140350 29.2434840 24.8033450 966.8130261
128430 3.8842726 -1.2156221 -9.6186980 -16.9325710 28.7434840 25.7428130 966.8123748
128460 3.7679644 -1.2299923 -10.2569700 -17.3078460 29.0434880 25.6488650 966.8117235
128490 4.2336460 -1.1717633 -9.9480130 -17.2140350 29.2434840 26.1185910 966.8110722
128520 4.5258384 -1.0318043 -9.7776670 -17.4016720 28.9434970 25.4609680 966.8104209
128550 4.5970902 -0.9737999 -9.8632890 -17.4485775 28.9934925 25.6958315 966.8097696
128580 4.6683420 -0.9157956 -9.9489110 -17.4954830 29.0434880 25.9306950 966.8091183
128610 4.6391530 -0.8765771 -9.6971350 -17.3078460 28.7434840 25.7428130 966.8084670
128640 4.0766225 -1.1943663 -9.9587910 -17.0263820 28.7434840 25.9306950 966.8078157
128670 3.5452278 -1.4820681 -10.6334380 -16.5572660 29.2434840 26.1185910 966.8071643
128700 3.5163376 -1.2734020 -10.4753670 -16.5572660 29.1434940 26.1185910 966.8065130
128730 3.6458185 -1.0861413 -9.6692920 -16.8387450 29.1434940 25.9306950 966.8058617
128760 3.5958973 -1.1085947 -9.2906550 -16.6511000 29.2934955 25.7897800 966.8052104
128790 3.5459762 -1.1310480 -8.9120180 -16.4634550 29.4434970 25.6488650 966.8045591
128820 3.2766862 -1.0523117 -8.9087240 -16.4634550 29.5434880 25.6488650 966.8039078
128850 3.1464570 -1.0563533 -8.9937480 -16.3696290 29.7434840 25.4609680 966.8032565
128880 2.9882360 -0.9267229 -8.9802750 -15.9005280 30.1434940 25.5549010 966.8026052
128910 2.9229717 -1.0171349 -9.2184305 -15.6190490 30.0434880 25.3670200 966.8019539
128940 3.1609766 -1.1699670 -9.1959770 -15.3376010 30.3434900 25.1791230 966.8013026
128970 3.2940499 -1.1243868 -9.0197185 -15.3845065 30.3434900 25.2730715 966.8006513
129000 3.4271233 -1.0788066 -8.8434600 -15.4314120 30.3434900 25.3670200 966.8000000
129030 3.7532950 -1.0174342 -8.8341790 -15.2437740 30.5434880 25.5549010 966.8042800
129060 3.9143600 -0.9660910 -9.0220380 -15.1499480 30.3434900 25.6488650 966.8085600
129090 3.8697530 -0.7735913 -9.4260480 -15.1499480 30.5434880 25.8367460 966.8128400
129120 3.9826180 -0.9102571 -9.3488090 -15.1499480 30.6434940 25.3670200 966.8171200
129150 4.0875497 -1.0669812 -9.3509040 -15.2437740 30.8434900 25.0851750 966.8214000
129180 4.0979531 -1.0053843 -9.4035200 -15.2906875 30.8934935 25.4139940 966.8256800
129210 4.1083565 -0.9437874 -9.4561360 -15.3376010 30.9434970 25.7428130 966.8299600
129240 4.2352924 -0.9036708 -9.5432550 -15.4314120 30.9434970 25.5549010 966.8284620
129270 4.2849894 -0.8419990 -9.6903990 -15.8067170 31.3434900 25.2730710 966.8269640
129300 4.1532630 -1.0768607 -9.8590975 -15.9005280 30.9434970 25.0851750 966.8254660
129330 4.2433760 -1.4012360 -9.5507390 -16.1819920 30.9434970 24.4275510 966.8239680
129360 4.2890310 -1.4932947 -9.6655500 -16.1819920 31.2434840 24.8033450 966.8224700
129390 4.0564147 -1.4828913 -10.0781675 -16.3227235 30.9934840 24.9442600 966.8209720
129420 3.8237984 -1.4724879 -10.4907850 -16.4634550 30.7434840 25.0851750 966.8194740
129450 3.7476068 -1.3488450 -10.5421280 -16.5572660 31.1434940 24.4275510 966.8179760
129480 3.7434156 -1.3433065 -10.1830240 -17.1202090 30.7434840 23.9578100 966.8164780
129510 3.4482293 -1.2394226 -9.0736810 -17.5893100 30.6434940 24.2396550 966.8149800
129540 3.3465908 -1.3829741 -8.8472020 -18.2460630 30.4434970 23.5820310 966.8134820
129570 2.9175828 -1.5209870 -9.1959770 -18.4337000 30.4434970 23.7699280 966.8119840
129600 2.8345056 -1.4941928 -9.2552535 -18.5744400 30.5434955 23.8638690 966.8104860
129630 2.7514284 -1.4673985 -9.3145300 -18.7151800 30.6434940 23.9578100 966.8089880
129660 2.7291248 -1.3663586 -9.5585230 -18.9028170 30.3434900 24.4275510 966.8074900
129690 2.7065217 -1.1988570 -9.7821580 -19.0904700 29.8434900 23.8638760 966.8059920
129720 2.9356952 -1.0988649 -9.4294910 -19.0904700 30.1434940 23.7699280 966.8044940
129750 3.2961457 -1.1479628 -8.7042490 -18.9966430 30.1434940 23.9578100 966.8029960
129780 3.3688943 -1.1963123 -8.6922740 -18.8090060 30.4434970 24.1457060 966.8014980
129810 3.4710569 -1.0989397 -8.5824025 -18.7151870 30.4434970 24.1457060 966.8000000
129840 3.5732195 -1.0015672 -8.4725310 -18.6213680 30.4434970 24.1457060 966.8042800
129870 3.6875815 -1.2969031 -8.6600910 -18.1522520 30.2434840 24.2396550 966.8085600
129900 3.6573446 -1.3105247 -9.2362430 -18.4337000 30.7434840 24.6154330 966.8128400
129930 4.0233335 -1.3727952 -9.4381730 -18.1522520 30.8434900 24.8033450 966.8171200
129960 4.1520658 -1.2707076 -9.6055250 -18.0584260 30.6434940 25.4609680 966.8214000
129990 4.3903704 -1.3891113 -9.6924940 -17.8707890 30.3434900 24.0517580 966.8256800
130020 4.4137217 -1.3965209 -9.7237790 -18.0115205 30.4434890 24.4275515 966.8299600
130050 4.4370730 -1.4039305 -9.7550640 -18.1522520 30.5434880 24.8033450 966.8256800
130080 4.5250900 -1.3251942 -9.5471470 -18.2460630 30.5434880 25.0851750 966.8214000
130110 4.5620630 -1.2428654 -9.9135850 -18.3398900 30.0434880 25.0851750 966.8171200
130140 4.3038500 -1.1526031 -9.9617840 -18.3398900 30.2434840 25.0851750 966.8128400
130170 4.0517745 -1.3088782 -10.3851040 -18.1522520 30.2434840 25.9306950 966.8085600
130200 3.8312829 -1.2099339 -10.3877980 -18.0584260 30.3434900 25.2730710 966.8042800
130230 3.7967048 -1.0642120 -10.1995650 -18.2460630 30.2934870 25.5079420 966.8000000
130260 3.7621267 -0.9184900 -10.0113320 -18.4337000 30.2434840 25.7428130 966.8023046
130290 3.4777180 -0.4698729 -9.8308070 -18.5275270 30.3434900 25.6488650 966.8046092
130320 3.3284783 -0.3037184 -9.1347540 -18.7151800 30.3434900 24.8033450 966.8069138
130350 3.2880623 -0.2962340 -8.8109780 -18.5275270 30.3434900 25.0851750 966.8092185
130380 3.1097832 -0.4340973 -8.9371650 -18.2460630 30.9434970 25.3670200 966.8115231
130410 2.8623476 -0.6117778 -9.5441530 -17.9646000 30.8434900 25.2730710 966.8138277
130440 2.8154203 -0.6816825 -9.6735585 -17.6362230 31.1434935 25.2260970 966.8161323
130470 2.7684930 -0.7515871 -9.8029640 -17.3078460 31.4434970 25.1791230 966.8184369
130500 2.8569589 -1.1232642 -9.8094015 -17.1202090 31.7434840 25.1791230 966.8207415
130530 3.1340327 -1.1951147 -9.3453665 -16.7449340 31.7434840 25.1791230 966.8230462
130560 3.5084043 -1.1904744 -8.6800000 -16.7449340 31.9434970 25.5549010 966.8253508
130590 3.6745586 -0.9897418 -8.5490230 -16.3696290 31.8434900 25.5549010 966.8276554
130620 3.7347336 -0.9623488 -8.8543870 -16.1819920 31.8434900 26.0246430 966.8299600
130650 3.8214034 -1.0380913 -8.9839430 -16.0412600 31.8934935 25.9306945 966.8356800
130680 3.9080732 -1.1138338 -9.1134990 -15.9005280 31.9434970 25.8367460 966.8414000
130710 3.9552250 -1.3280383 -9.1416400 -16.0881650 31.3434900 26.4943700 966.8471200
130740 4.0219860 -1.1496093 -9.2051080 -15.9943540 31.9434970 26.4004360 966.8528400
130770 4.0140530 -1.0487192 -9.4083850 -16.1819920 31.8434900 26.2125400 966.8585600
130800 4.1526647 -0.9620494 -9.6405525 -16.2758180 32.1434940 26.5883330 966.8642800
130830 4.1944275 -0.8711883 -9.7632970 -16.7449340 31.9434970 26.4004360 966.8700000
130860 4.2241409 -0.8838370 -9.7317130 -16.7918395 31.9434970 26.4943845 966.8669200
130890 4.2538543 -0.8964857 -9.7001290 -16.8387450 31.9434970 26.5883330 966.8638400
130920 4.1459284 -1.0249187 -9.8198800 -17.4954830 31.7434840 25.9306950 966.8607600
130950 4.3692640 -1.1120375 -9.5902570 -17.8707890 31.5434880 25.5549010 966.8576800
130980 4.1665854 -0.9008267 -10.0403710 -18.3398900 31.6434940 25.9306950 966.8546000
131010 3.9422020 -0.9087603 -10.4063600 -18.3398900 31.8434900 25.9306950 966.8515200
131040 3.6757562 -0.9120533 -10.2246380 -18.5275270 31.6434940 25.0851750 966.8484400
131070 3.5320550 -0.9465566 -10.1608705 -18.6682665 31.7434920 25.1791230 966.8453600
131100 3.3883538 -0.9810598 -10.0971030 -18.8090060 31.8434900 25.2730710 966.8422800
131130 3.0389805 -1.0416838 -9.4675120 -18.9966430 32.1434940 24.6154330 966.8392000
131160 2.9478200 -1.0312057 -9.1088580 -19.1842800 32.1434940 24.9912260 966.8361200
131190 2.9154873 -1.1018586 -9.0868540 -19.1842800 31.6434940 24.8972780 966.8330400
131220 2.6470954 -1.2181668 -9.0585620 -19.3719180 31.9434970 24.9912260 966.8299600
